Season;Team;Player;Matches_Played;Goals;Assists;Shots;Passes_Completed;Tackles;Yellow_Cards;Red_Cards;Minutes_Played;Offsides;Fouls;Clean_Sheets
2022/23;Juventus;Player_1326;8;5;10;84;170;45;8;1;1234;0;6;2
2022/23;Bayern Munich;Player_1327;18;4;12;22;380;31;0;0;2049;3;2;13
2017/18;Chelsea;Player_1328;34;2;17;23;574;22;5;2;3246;7;2;9
2017/18;Liverpool;Player_1329;12;5;7;65;616;23;4;0;2391;9;4;6
2019/20;Paris Saint-Germain;Player_1330;25;7;6;71;221;17;0;2;1354;13;0;7
2022/23;Chelsea;Player_1331;29;29;10;39;383;10;7;2;1664;2;0;14
2021/22;Real Madrid;Player_1332;33;3;4;79;956;27;0;2;848;12;7;8
2017/18;Liverpool;Player_1333;10;16;9;70;577;25;6;1;2996;2;5;4
2016/17;Liverpool;Player_1334;17;7;16;99;127;26;5;1;3282;1;0;6
2022/23;Juventus;Player_1335;29;6;8;74;820;26;0;1;2606;10;8;3
2022/23;Juventus;Player_1336;27;6;12;75;300;37;2;1;3030;9;8;9
2022/23;Liverpool;Player_1337;5;13;19;53;446;29;3;1;2010;2;1;11
2016/17;Paris Saint-Germain;Player_1338;39;12;10;85;566;24;6;0;3264;6;4;6
2017/18;Bayern Munich;Player_1339;34;2;1;20;649;46;6;2;1789;0;3;11
2018/19;Liverpool;Player_1340;11;11;7;24;225;9;0;0;1696;14;1;10
2022/23;Bayern Munich;Player_1341;26;0;7;68;628;28;2;1;2629;2;0;12
2018/19;Paris Saint-Germain;Player_1342;16;24;2;78;251;21;3;1;2090;12;8;7
2019/20;Chelsea;Player_1343;22;1;2;98;332;23;8;0;2700;7;7;7
2021/22;Manchester United;Player_1344;20;26;11;56;115;29;9;2;1133;11;0;12
2018/19;Manchester United;Player_1345;13;9;7;47;628;10;7;0;269;5;8;0
2016/17;Bayern Munich;Player_1346;14;6;1;28;293;45;9;0;1524;5;6;5
2019/20;Paris Saint-Germain;Player_1347;21;21;19;69;302;9;4;1;2446;5;6;6
2022/23;Chelsea;Player_1348;20;25;2;15;862;39;4;2;2614;7;4;1
2016/17;Manchester United;Player_1349;27;26;11;20;967;24;9;1;1862;8;5;9
2021/22;Juventus;Player_1350;10;24;17;33;447;33;8;1;2212;13;0;6
2020/21;Manchester United;Player_1351;21;0;2;40;891;6;4;2;2036;5;3;14
2022/23;Juventus;Player_1352;8;17;15;67;266;13;2;2;1764;7;6;10
2022/23;Chelsea;Player_1353;10;5;4;44;226;38;7;0;1748;3;3;7
2017/18;Manchester United;Player_1354;24;14;0;21;645;9;6;2;926;4;5;5
2018/19;Liverpool;Player_1355;16;1;0;22;912;31;0;0;2578;13;5;2
2016/17;Barcelona;Player_1356;17;13;11;67;944;29;9;1;1629;8;3;14
2021/22;Bayern Munich;Player_1357;4;23;9;73;867;23;0;1;1866;12;9;2
2016/17;Barcelona;Player_1358;17;29;16;97;822;41;7;1;353;5;4;3
2019/20;Liverpool;Player_1359;29;16;10;47;720;43;2;1;1408;5;9;3
2017/18;Juventus;Player_1360;8;14;16;28;639;10;7;1;1205;5;0;8
2017/18;Barcelona;Player_1361;9;2;7;81;792;12;3;0;3345;4;1;9
2020/21;Bayern Munich;Player_1362;24;20;6;28;833;5;5;2;3582;12;3;10
2022/23;Bayern Munich;Player_1363;32;22;1;29;936;17;7;1;3205;7;1;14
2020/21;Real Madrid;Player_1364;7;13;8;31;508;18;8;0;1749;13;0;8
2022/23;Liverpool;Player_1365;13;14;1;37;247;5;1;1;2012;1;4;12
2022/23;Paris Saint-Germain;Player_1366;26;0;14;47;145;19;4;0;2810;3;3;12
2021/22;Paris Saint-Germain;Player_1367;23;10;0;62;820;25;6;2;3515;3;5;14
2020/21;Barcelona;Player_1368;12;24;17;90;425;5;1;1;763;1;2;10
2019/20;Juventus;Player_1369;1;4;11;66;633;39;8;0;242;14;2;4
2018/19;Bayern Munich;Player_1370;36;19;15;17;738;22;2;1;3131;9;3;10
2020/21;Bayern Munich;Player_1371;10;3;17;90;555;12;8;0;860;0;8;13
2018/19;Chelsea;Player_1372;21;29;7;26;986;12;2;1;3476;13;0;13
2019/20;Chelsea;Player_1373;31;18;8;44;464;49;6;1;228;9;0;9
2019/20;Manchester United;Player_1374;27;19;15;92;518;11;8;0;1674;2;0;12
2021/22;Paris Saint-Germain;Player_1375;37;13;13;49;649;9;8;2;1362;2;1;8
2021/22;Real Madrid;Player_1376;29;9;17;38;790;5;3;2;2522;5;0;4
2022/23;Barcelona;Player_1377;7;0;5;15;177;30;7;0;2208;14;0;5
2022/23;Manchester United;Player_1378;2;14;6;73;390;27;3;0;1195;1;0;11
2019/20;Liverpool;Player_1379;14;3;10;94;262;7;0;0;161;1;1;11
2018/19;Juventus;Player_1380;20;15;19;68;118;25;8;1;3213;6;9;2
2016/17;Juventus;Player_1381;1;11;19;17;890;47;1;1;2006;0;3;13
2020/21;Chelsea;Player_1382;23;0;14;75;317;32;7;2;2418;13;9;0
2021/22;Bayern Munich;Player_1383;36;6;19;98;907;17;1;2;2698;7;5;4
2018/19;Chelsea;Player_1384;31;7;11;82;317;12;3;2;252;3;7;13
2021/22;Bayern Munich;Player_1385;6;28;11;29;958;5;2;0;1956;6;3;3
2017/18;Bayern Munich;Player_1386;19;3;17;15;130;37;9;0;2333;11;0;14
2018/19;Real Madrid;Player_1387;3;5;8;31;386;21;9;1;467;10;1;7
2022/23;Barcelona;Player_1388;28;16;16;60;730;43;3;0;2952;4;3;13
2018/19;Barcelona;Player_1389;12;29;17;51;791;18;7;1;389;12;2;10
2020/21;Chelsea;Player_1390;19;28;17;84;756;11;4;0;1588;10;6;11
2018/19;Barcelona;Player_1391;33;27;17;84;883;9;1;0;2719;3;1;13
2021/22;Liverpool;Player_1392;19;0;4;33;130;14;1;0;3329;3;4;14
2022/23;Liverpool;Player_1393;3;18;14;14;462;17;7;0;330;12;9;12
2018/19;Juventus;Player_1394;26;14;1;56;297;11;5;1;1535;3;4;12
2021/22;Barcelona;Player_1395;36;29;1;63;664;29;6;2;2097;0;4;12
2019/20;Real Madrid;Player_1396;22;13;13;94;615;11;3;1;624;3;8;10
2022/23;Liverpool;Player_1397;11;16;1;46;831;17;9;0;3381;11;7;9
2020/21;Juventus;Player_1398;39;26;12;86;282;33;4;2;307;0;8;3
2019/20;Liverpool;Player_1399;38;8;12;98;134;46;8;1;1108;1;5;13
2020/21;Liverpool;Player_1400;12;27;1;96;659;16;0;2;3040;5;4;10
2018/19;Juventus;Player_1401;35;25;9;69;821;49;1;1;202;10;0;2
2018/19;Barcelona;Player_1402;1;29;13;65;405;17;4;0;198;14;4;0
2021/22;Chelsea;Player_1403;17;22;6;59;770;5;4;2;583;7;5;10
2021/22;Chelsea;Player_1404;16;1;17;23;365;20;8;1;3469;0;9;10
2017/18;Chelsea;Player_1405;9;5;18;91;863;16;2;1;1141;11;0;11
2020/21;Real Madrid;Player_1406;15;13;10;73;998;27;1;2;1480;9;8;12
2019/20;Paris Saint-Germain;Player_1407;27;3;10;85;411;35;6;2;2053;8;8;9
2016/17;Bayern Munich;Player_1408;27;26;16;82;172;48;8;1;2689;12;6;14
2019/20;Chelsea;Player_1409;35;11;13;18;386;27;0;1;261;0;2;1
2020/21;Chelsea;Player_1410;30;29;3;89;214;21;9;2;1210;6;6;10
2018/19;Liverpool;Player_1411;3;1;2;77;843;23;9;1;2915;12;3;10
2021/22;Barcelona;Player_1412;11;13;6;76;391;5;4;1;1822;13;7;0
2018/19;Liverpool;Player_1413;16;16;2;13;409;33;5;1;277;0;2;11
2017/18;Real Madrid;Player_1414;3;13;18;55;353;48;9;0;2008;11;6;13
2021/22;Bayern Munich;Player_1415;10;6;10;14;749;12;3;1;2124;4;8;3
2018/19;Real Madrid;Player_1416;19;7;7;54;304;24;2;0;995;7;9;0
2017/18;Liverpool;Player_1417;32;0;18;51;440;13;1;0;1266;0;7;10
2021/22;Juventus;Player_1418;20;9;3;43;733;19;8;2;816;1;3;9
2020/21;Chelsea;Player_1419;32;4;17;93;644;33;1;0;2220;5;7;9
2020/21;Liverpool;Player_1420;14;3;0;33;431;12;8;2;2919;0;3;3
2018/19;Chelsea;Player_1421;1;12;0;80;789;5;8;1;3077;5;8;11
2018/19;Chelsea;Player_1422;4;13;0;15;630;9;9;1;1381;3;0;1
2019/20;Bayern Munich;Player_1423;38;1;16;40;216;34;3;2;747;7;8;3
2016/17;Paris Saint-Germain;Player_1424;35;13;5;27;265;31;2;2;2058;5;9;0
2020/21;Bayern Munich;Player_1425;19;14;6;71;938;9;0;0;3140;7;3;13
2020/21;Liverpool;Player_1426;23;21;8;91;956;31;5;0;2167;6;3;5
2020/21;Chelsea;Player_1427;5;3;6;20;591;26;0;0;1599;8;5;5
2019/20;Bayern Munich;Player_1428;29;13;14;24;375;9;6;1;2428;0;7;1
2016/17;Bayern Munich;Player_1429;25;17;7;23;469;37;9;0;1156;5;4;13
2019/20;Barcelona;Player_1430;7;26;13;60;560;48;8;2;2143;3;5;0
2020/21;Real Madrid;Player_1431;7;29;14;42;797;15;3;0;3442;2;8;7
2018/19;Barcelona;Player_1432;13;14;5;15;327;27;3;0;3190;5;2;1
2019/20;Juventus;Player_1433;8;13;7;90;811;44;5;2;1698;14;8;3
2018/19;Chelsea;Player_1434;27;9;12;52;667;24;1;2;419;0;8;14
2017/18;Chelsea;Player_1435;28;16;19;81;335;23;0;1;2001;9;7;12
2020/21;Barcelona;Player_1436;7;28;11;25;889;25;1;1;1798;7;4;12
2019/20;Paris Saint-Germain;Player_1437;35;20;14;84;853;14;7;1;2829;0;2;1
2020/21;Paris Saint-Germain;Player_1438;10;12;8;21;952;43;7;2;3501;11;8;4
2018/19;Real Madrid;Player_1439;34;24;8;72;713;28;3;2;149;5;0;1
2022/23;Paris Saint-Germain;Player_1440;17;14;5;92;877;41;2;0;3350;6;9;11
2017/18;Manchester United;Player_1441;18;20;19;12;145;18;7;0;566;5;4;2
2018/19;Real Madrid;Player_1442;22;9;3;37;912;47;8;2;1808;11;0;13
2020/21;Paris Saint-Germain;Player_1443;15;24;12;10;624;32;5;2;1497;8;9;4
2016/17;Paris Saint-Germain;Player_1444;2;4;19;17;977;27;3;2;2271;10;4;9
2018/19;Barcelona;Player_1445;24;9;15;47;165;41;2;0;511;4;5;3
2019/20;Bayern Munich;Player_1446;20;13;9;53;244;32;5;0;2304;2;9;4
2022/23;Barcelona;Player_1447;23;1;9;20;584;28;6;1;841;6;3;6
2021/22;Manchester United;Player_1448;20;5;16;14;674;49;1;0;1817;14;2;6
2022/23;Juventus;Player_1449;30;8;12;25;522;10;1;2;2397;1;2;5
2016/17;Barcelona;Player_1450;11;21;14;95;141;36;5;0;471;2;0;8
2020/21;Liverpool;Player_1451;9;25;15;73;250;43;7;0;2038;14;2;10
2020/21;Paris Saint-Germain;Player_1452;14;7;16;50;330;46;2;1;1771;3;3;5
2018/19;Real Madrid;Player_1453;37;21;1;43;715;15;2;2;445;0;8;3
2021/22;Barcelona;Player_1454;11;7;18;23;893;22;7;1;1991;12;6;12
2017/18;Bayern Munich;Player_1455;11;26;8;91;854;28;3;1;1148;9;7;0
2021/22;Real Madrid;Player_1456;21;22;18;28;748;23;6;1;2347;9;6;1
2018/19;Juventus;Player_1457;36;5;18;41;906;10;1;0;695;10;3;10
2021/22;Manchester United;Player_1458;26;29;1;86;241;15;3;1;1911;10;1;12
2021/22;Bayern Munich;Player_1459;38;12;12;24;149;42;8;0;3474;8;1;8
2016/17;Barcelona;Player_1460;6;5;13;33;765;36;7;1;1384;7;2;3
2021/22;Liverpool;Player_1461;11;4;6;76;906;49;3;0;173;0;5;7
2021/22;Manchester United;Player_1462;16;13;13;65;334;7;3;0;3525;8;6;2
2022/23;Bayern Munich;Player_1463;27;18;5;43;839;10;1;2;1918;14;1;4
2016/17;Bayern Munich;Player_1464;9;5;6;18;494;44;5;2;630;11;4;7
2018/19;Paris Saint-Germain;Player_1465;39;21;12;28;697;37;1;2;2597;11;4;7
2018/19;Bayern Munich;Player_1466;38;4;6;26;952;21;2;2;1825;4;6;3
2017/18;Manchester United;Player_1467;1;19;10;65;178;20;0;1;538;2;9;12
2018/19;Paris Saint-Germain;Player_1468;15;22;2;10;919;23;4;2;653;3;8;4
2020/21;Bayern Munich;Player_1469;8;19;17;98;324;16;8;0;1539;6;7;4
2020/21;Real Madrid;Player_1470;36;3;12;51;966;16;8;0;912;10;7;0
2016/17;Real Madrid;Player_1471;17;26;5;61;608;26;0;0;546;8;7;0
2022/23;Bayern Munich;Player_1472;23;4;11;56;383;31;2;1;732;0;8;1
2019/20;Barcelona;Player_1473;24;15;17;47;612;27;1;2;2247;12;8;1
2021/22;Juventus;Player_1474;21;13;15;70;238;28;2;2;466;0;5;1
2021/22;Chelsea;Player_1475;21;13;18;69;985;22;8;1;2138;3;9;4
2019/20;Chelsea;Player_1476;17;0;8;59;262;49;6;1;2778;11;8;8
2022/23;Paris Saint-Germain;Player_1477;16;16;9;45;839;6;7;0;1362;8;7;6
2017/18;Real Madrid;Player_1478;26;2;13;83;772;33;2;0;1443;14;9;1
2020/21;Barcelona;Player_1479;14;29;16;25;608;42;3;0;250;2;0;6
2022/23;Real Madrid;Player_1480;17;22;6;85;551;18;4;0;339;9;3;3
2020/21;Real Madrid;Player_1481;13;4;14;42;530;11;2;1;2908;4;0;13
2017/18;Bayern Munich;Player_1482;5;17;10;21;268;39;2;2;2139;9;7;1
2019/20;Manchester United;Player_1483;21;20;11;87;569;11;3;2;2887;13;3;13
2019/20;Liverpool;Player_1484;6;11;14;66;855;48;5;2;876;7;9;10
2019/20;Barcelona;Player_1485;3;6;17;41;336;40;9;0;1272;1;9;3
2016/17;Liverpool;Player_1486;24;14;4;34;373;42;6;0;1851;6;3;13
2019/20;Manchester United;Player_1487;20;26;14;29;640;24;0;1;1659;13;4;3
2017/18;Juventus;Player_1488;30;24;6;52;741;16;7;0;1893;5;4;6
2022/23;Barcelona;Player_1489;18;13;11;61;831;5;6;0;2355;5;1;0
2018/19;Chelsea;Player_1490;17;17;17;87;683;48;2;2;3140;9;6;4
2019/20;Chelsea;Player_1491;37;20;9;12;718;32;2;1;2159;7;8;10
2017/18;Liverpool;Player_1492;24;25;18;46;539;13;6;2;1920;7;4;2
2016/17;Paris Saint-Germain;Player_1493;19;5;15;65;945;33;6;1;2544;12;3;3
2021/22;Chelsea;Player_1494;15;24;7;29;990;31;7;0;1651;8;5;4
2022/23;Real Madrid;Player_1495;1;7;11;32;779;8;9;1;1429;7;4;10
2021/22;Liverpool;Player_1496;4;13;19;25;154;20;2;1;1615;12;2;12
2021/22;Barcelona;Player_1497;39;10;12;94;600;19;8;0;1312;5;0;5
2018/19;Juventus;Player_1498;24;0;10;47;780;18;6;2;1160;6;3;0
2017/18;Bayern Munich;Player_1499;33;15;7;93;293;31;0;2;1472;8;8;13
2020/21;Real Madrid;Player_1500;24;13;17;65;203;13;7;1;2523;14;9;8
2021/22;Real Madrid;Player_1501;18;24;4;76;449;5;4;2;2906;3;2;11
2016/17;Manchester United;Player_1502;18;21;3;50;909;22;4;1;2266;13;2;2
2019/20;Liverpool;Player_1503;20;1;11;53;928;48;5;1;2422;9;6;5
2017/18;Juventus;Player_1504;10;24;7;54;744;28;8;1;1944;12;9;4
2022/23;Juventus;Player_1505;5;29;11;92;141;40;7;0;3236;9;6;0
2016/17;Chelsea;Player_1506;33;0;2;90;418;15;0;0;1902;6;6;11
2022/23;Paris Saint-Germain;Player_1507;4;21;16;33;392;28;6;0;123;10;8;9
2016/17;Real Madrid;Player_1508;21;18;15;97;243;33;6;1;1871;8;6;12
2018/19;Bayern Munich;Player_1509;29;8;14;25;164;21;4;0;2917;7;0;14
2017/18;Real Madrid;Player_1510;37;22;0;72;644;26;3;2;1944;12;1;10
2018/19;Chelsea;Player_1511;1;17;9;35;964;31;8;1;925;2;9;6
2019/20;Paris Saint-Germain;Player_1512;30;9;8;21;320;35;7;2;1767;9;4;4
2020/21;Bayern Munich;Player_1513;13;29;1;67;948;17;1;0;1774;2;9;12
2016/17;Paris Saint-Germain;Player_1514;24;8;17;56;135;20;9;2;468;7;1;8
2018/19;Juventus;Player_1515;22;3;19;70;204;14;2;1;1593;6;5;5
2019/20;Liverpool;Player_1516;28;27;12;27;604;31;1;0;3191;3;7;13
2022/23;Real Madrid;Player_1517;9;24;18;52;916;36;0;1;3314;11;0;1
2019/20;Chelsea;Player_1518;11;8;13;94;143;46;2;0;2869;13;2;6
2017/18;Liverpool;Player_1519;29;7;2;70;258;15;8;0;2580;4;4;8
2017/18;Barcelona;Player_1520;35;2;15;95;387;14;0;2;664;9;4;1
2017/18;Liverpool;Player_1521;18;20;9;49;697;39;1;1;2518;11;1;1
2022/23;Manchester United;Player_1522;30;17;3;57;995;38;5;0;122;9;0;13
2016/17;Real Madrid;Player_1523;1;25;8;84;439;26;5;1;2578;13;1;11
2018/19;Liverpool;Player_1524;27;15;15;51;179;11;5;0;2083;9;3;8
2017/18;Juventus;Player_1525;21;12;18;95;893;16;3;2;2681;4;7;2
2022/23;Barcelona;Player_1526;9;20;5;80;976;33;2;2;718;11;9;14
2020/21;Chelsea;Player_1527;3;7;2;90;123;20;5;2;3467;3;1;10
2019/20;Barcelona;Player_1528;33;14;17;30;383;48;0;2;2006;8;6;9
2022/23;Liverpool;Player_1529;14;28;11;43;211;44;6;2;3221;2;7;6
2016/17;Juventus;Player_1530;24;15;2;45;771;30;0;0;1193;8;6;10
2017/18;Bayern Munich;Player_1531;9;18;16;51;417;26;6;0;2688;13;8;6
2021/22;Barcelona;Player_1532;14;12;19;42;368;38;9;1;2638;1;7;8
2021/22;Barcelona;Player_1533;24;14;14;72;105;46;8;1;398;5;6;6
2017/18;Liverpool;Player_1534;26;2;12;10;557;33;7;1;1940;9;1;9
2017/18;Paris Saint-Germain;Player_1535;33;2;14;60;165;20;3;2;1465;2;8;6
2020/21;Chelsea;Player_1536;36;26;10;91;141;40;3;1;1535;12;3;14
2022/23;Barcelona;Player_1537;1;21;3;52;215;10;7;1;490;2;8;12
2019/20;Real Madrid;Player_1538;39;26;6;44;140;49;2;2;2229;8;6;10
2018/19;Real Madrid;Player_1539;15;5;9;35;862;37;1;0;3315;10;8;3
2022/23;Paris Saint-Germain;Player_1540;12;9;4;14;115;5;7;2;113;2;6;2
2017/18;Barcelona;Player_1541;17;8;4;84;201;36;6;1;2994;5;4;5
2022/23;Chelsea;Player_1542;21;24;7;52;610;6;4;1;3553;0;1;6
2016/17;Chelsea;Player_1543;2;1;11;86;254;6;1;0;1980;2;6;5
2016/17;Chelsea;Player_1544;2;2;1;68;266;31;2;2;2097;12;5;5
2019/20;Juventus;Player_1545;19;10;4;11;100;7;2;1;405;10;1;14
2017/18;Barcelona;Player_1546;18;18;15;73;181;12;7;0;2078;7;7;1
2017/18;Manchester United;Player_1547;8;24;6;53;772;21;1;0;889;6;1;3
2021/22;Manchester United;Player_1548;9;7;0;17;195;7;1;0;3187;9;8;7
2016/17;Liverpool;Player_1549;33;7;3;22;745;45;5;0;1023;3;8;0
2022/23;Manchester United;Player_1550;3;17;18;67;283;9;9;1;1443;6;3;0
2018/19;Juventus;Player_1551;8;7;11;77;371;23;9;2;2418;9;8;2
2016/17;Juventus;Player_1552;34;1;14;29;132;12;2;2;2944;12;2;4
2018/19;Bayern Munich;Player_1553;3;0;3;63;405;23;5;0;512;2;8;13
2020/21;Real Madrid;Player_1554;4;0;11;11;319;21;9;1;1605;9;3;6
2022/23;Juventus;Player_1555;8;9;15;84;306;46;7;0;2295;4;0;0
2021/22;Manchester United;Player_1556;19;28;10;74;713;9;4;0;922;10;0;1
2018/19;Barcelona;Player_1557;25;6;8;51;765;38;7;0;3186;4;1;3
2016/17;Bayern Munich;Player_1558;12;26;4;74;412;20;5;0;2979;12;9;0
2016/17;Chelsea;Player_1559;23;8;14;27;301;40;0;0;1065;2;5;8
2019/20;Paris Saint-Germain;Player_1560;30;8;10;13;311;25;7;2;2441;11;3;13
2020/21;Barcelona;Player_1561;37;10;10;99;896;12;1;1;1537;8;7;11
2016/17;Chelsea;Player_1562;5;5;17;28;370;26;7;1;1981;11;7;3
2019/20;Chelsea;Player_1563;29;7;9;33;542;28;0;0;2291;3;4;2
2021/22;Bayern Munich;Player_1564;20;21;0;56;909;47;3;2;889;13;5;2
2021/22;Real Madrid;Player_1565;3;19;0;22;350;19;9;2;1874;3;0;4
2021/22;Barcelona;Player_1566;37;23;10;26;785;26;1;0;2563;5;5;7
2017/18;Juventus;Player_1567;26;9;14;72;792;38;1;1;2462;3;1;10
2017/18;Manchester United;Player_1568;36;24;10;76;777;9;0;2;1364;0;5;4
2018/19;Juventus;Player_1569;25;1;13;48;626;6;0;2;2680;4;1;6
2017/18;Real Madrid;Player_1570;32;10;4;60;909;19;2;2;1019;0;2;3
2020/21;Paris Saint-Germain;Player_1571;30;14;6;17;716;14;9;1;1253;11;7;13
2016/17;Manchester United;Player_1572;10;21;14;18;584;27;8;2;1703;11;6;9
2016/17;Manchester United;Player_1573;37;15;0;41;892;8;3;2;3254;4;8;7
2019/20;Bayern Munich;Player_1574;3;20;2;18;221;47;1;0;3150;7;6;9
2018/19;Liverpool;Player_1575;25;16;16;13;103;47;8;1;2009;8;3;14
2019/20;Chelsea;Player_1576;8;20;9;38;828;6;6;2;406;1;2;13
2017/18;Juventus;Player_1577;15;25;14;45;742;35;2;1;386;13;9;1
2016/17;Chelsea;Player_1578;28;18;4;76;995;32;1;2;840;7;3;12
2016/17;Liverpool;Player_1579;20;12;6;97;509;37;9;0;460;8;9;5
2017/18;Bayern Munich;Player_1580;36;8;12;16;778;46;5;1;3425;8;8;9
2021/22;Real Madrid;Player_1581;24;20;10;86;362;33;4;2;1975;12;9;0
2018/19;Barcelona;Player_1582;7;10;7;32;481;17;4;2;1420;0;5;5
2022/23;Barcelona;Player_1583;1;20;6;28;463;10;9;2;2733;13;8;7
2021/22;Real Madrid;Player_1584;35;25;14;73;368;29;5;1;2355;2;5;1
2020/21;Barcelona;Player_1585;28;14;9;18;636;13;8;2;2873;1;4;8
2019/20;Manchester United;Player_1586;14;23;15;58;194;43;3;1;301;4;1;9
2021/22;Liverpool;Player_1587;32;7;5;96;809;27;2;2;3063;2;4;2
2021/22;Barcelona;Player_1588;35;5;4;42;891;37;4;2;1748;6;2;3
2019/20;Manchester United;Player_1589;9;17;14;23;675;46;7;2;2536;6;3;12
2018/19;Liverpool;Player_1590;24;6;2;94;861;28;1;1;1878;1;9;2
2019/20;Liverpool;Player_1591;25;3;1;60;234;16;0;0;2866;0;4;14
2019/20;Paris Saint-Germain;Player_1592;36;24;13;70;132;5;4;2;2885;7;8;7
2022/23;Bayern Munich;Player_1593;37;19;7;68;496;46;1;2;3149;10;0;3
2022/23;Paris Saint-Germain;Player_1594;27;1;18;14;923;10;4;1;1888;9;6;6
2020/21;Liverpool;Player_1595;25;21;9;38;808;25;2;0;1128;4;3;0
2016/17;Liverpool;Player_1596;28;25;1;30;728;35;8;0;2024;5;2;11
2019/20;Liverpool;Player_1597;10;0;19;98;640;38;9;0;2128;8;1;12
2022/23;Bayern Munich;Player_1598;22;18;9;91;704;8;1;1;1996;8;2;11
2017/18;Bayern Munich;Player_1599;16;12;8;25;320;9;9;0;1334;1;4;14
2022/23;Liverpool;Player_1600;2;3;1;17;756;23;7;2;2684;5;7;5
2016/17;Barcelona;Player_1601;12;19;19;67;279;33;3;1;2944;6;2;1
2016/17;Real Madrid;Player_1602;23;27;3;92;129;9;3;2;3482;1;4;2
2019/20;Bayern Munich;Player_1603;29;21;13;27;948;43;4;2;3116;9;2;5
2022/23;Liverpool;Player_1604;32;13;9;66;944;43;5;0;3069;14;9;5
2022/23;Barcelona;Player_1605;29;25;8;32;934;13;8;1;1602;7;5;0
2018/19;Manchester United;Player_1606;20;6;12;64;123;43;8;0;779;7;7;14
2021/22;Barcelona;Player_1607;6;26;2;58;894;18;3;2;348;7;9;1
2017/18;Barcelona;Player_1608;20;22;6;84;113;6;1;2;1898;2;8;9
2019/20;Liverpool;Player_1609;19;5;16;62;366;32;9;1;748;3;1;12
2017/18;Paris Saint-Germain;Player_1610;37;3;18;21;719;21;7;1;3375;9;8;11
2022/23;Paris Saint-Germain;Player_1611;20;5;18;57;322;23;6;1;1115;3;9;2
2016/17;Liverpool;Player_1612;24;21;3;98;429;22;0;2;1269;11;3;0
2016/17;Chelsea;Player_1613;2;25;11;77;987;42;1;2;3119;5;0;12
2022/23;Paris Saint-Germain;Player_1614;16;16;10;91;348;49;1;0;2775;1;5;13
2021/22;Bayern Munich;Player_1615;2;20;4;63;656;46;0;0;1484;8;9;4
2017/18;Chelsea;Player_1616;4;23;13;49;507;41;7;2;2763;8;0;14
2016/17;Liverpool;Player_1617;4;24;19;47;846;28;3;0;2398;12;0;14
2017/18;Juventus;Player_1618;30;26;15;82;411;22;5;0;1092;7;8;11
2019/20;Paris Saint-Germain;Player_1619;37;15;3;39;340;21;7;0;1097;14;0;0
2017/18;Bayern Munich;Player_1620;30;26;4;48;368;12;8;2;2904;7;4;2
2018/19;Barcelona;Player_1621;24;24;14;17;929;14;1;2;1964;13;3;13
2016/17;Manchester United;Player_1622;8;22;0;76;871;26;6;0;560;1;2;0
2016/17;Real Madrid;Player_1623;28;8;7;70;307;42;7;1;1953;11;9;8
2019/20;Chelsea;Player_1624;2;13;12;21;297;43;0;2;1735;13;1;4
2020/21;Barcelona;Player_1625;27;19;15;18;280;25;7;1;691;6;5;1
2021/22;Real Madrid;Player_1626;11;20;18;55;443;49;4;2;1861;0;0;5
2018/19;Barcelona;Player_1627;8;24;2;35;918;24;6;1;244;4;9;9
2017/18;Chelsea;Player_1628;7;4;4;54;684;15;1;1;2541;2;3;3
2017/18;Liverpool;Player_1629;8;19;10;10;715;28;4;2;436;0;9;4
2021/22;Barcelona;Player_1630;11;26;18;57;311;46;4;0;2802;11;1;3
2016/17;Barcelona;Player_1631;11;4;6;34;718;22;3;1;2891;12;0;9
2019/20;Juventus;Player_1632;12;26;0;72;246;30;1;1;3356;0;9;2
2021/22;Manchester United;Player_1633;18;25;7;36;277;16;0;2;651;0;2;14
2018/19;Manchester United;Player_1634;21;4;2;63;192;20;2;0;2291;1;1;9
2018/19;Liverpool;Player_1635;23;5;19;66;282;8;8;0;797;0;0;8
2021/22;Barcelona;Player_1636;15;5;0;84;596;5;3;1;2249;11;4;3
2017/18;Manchester United;Player_1637;33;14;16;54;170;15;0;2;3582;5;0;9
2022/23;Real Madrid;Player_1638;22;18;14;86;217;38;2;0;1058;7;4;2
2017/18;Liverpool;Player_1639;3;12;13;89;596;19;8;0;1590;1;8;12
2019/20;Bayern Munich;Player_1640;5;26;15;44;485;6;6;0;554;8;3;0
2019/20;Manchester United;Player_1641;12;1;4;46;965;35;6;2;2922;0;8;0
2020/21;Manchester United;Player_1642;5;20;3;34;992;5;8;1;688;1;5;1
2022/23;Barcelona;Player_1643;18;9;4;13;150;49;0;0;675;0;7;3
2020/21;Liverpool;Player_1644;1;9;16;70;488;13;0;2;613;9;8;5
2017/18;Manchester United;Player_1645;36;27;8;39;796;27;2;2;116;9;1;11
2017/18;Chelsea;Player_1646;19;4;3;57;840;25;1;1;1149;5;5;6
2020/21;Manchester United;Player_1647;21;19;10;32;276;14;1;0;1252;0;7;1
2022/23;Real Madrid;Player_1648;38;3;2;77;293;17;6;2;1469;6;3;12
2021/22;Liverpool;Player_1649;3;17;16;96;220;35;0;1;1249;1;3;2
2022/23;Real Madrid;Player_1650;33;22;12;34;418;45;3;0;3524;3;7;9
2018/19;Paris Saint-Germain;Player_1651;20;3;11;82;454;38;4;2;3161;0;3;6
2020/21;Barcelona;Player_1652;26;10;4;33;665;31;2;2;1716;2;4;8
