Temporada;Equipo;Jugador;Partidos_Jugados;Goles;Asistencias;Disparos;Pases_completados;Tacles;Amarillas;Rojas;Minutos_jugados;Fueras_de_juego;Faltas;Porterias_a_cero
2021/22;Juventus;F. Erpen;14;17;0;87;970;19;9;0;1002;12;1;8
2018/19;Chelsea;S. Andersson;32;6;6;67;107;24;5;1;3296;6;7;9
2022/23;Real Madrid;M. Hector;12;17;19;42;727;47;0;1;517;10;3;1
2018/19;Paris Saint-Germain;G. Molins;24;14;5;35;990;20;5;0;1707;2;1;12
2017/18;Bayern Munich;L. Jutkiewicz;2;11;3;62;681;35;9;0;2623;10;0;10
2022/23;Liverpool;Silvosinho;9;28;12;51;440;24;3;2;3230;0;4;13
2017/18;Juventus;K. Balanta;39;6;6;58;399;19;4;2;1267;14;6;1
2017/18;Juventus;V. Muriqi;20;9;3;10;239;19;2;2;496;1;4;8
2018/19;Paris Saint-Germain;F. Márquez;7;22;14;62;109;19;4;1;332;3;0;0
2017/18;Juventus;H. Van Der Bruggen;12;6;9;51;377;25;9;0;102;0;3;0
2018/19;Real Madrid;L. Nielsen;22;5;13;86;160;36;4;0;197;9;6;4
2017/18;Real Madrid;A. Mac Allister;22;23;11;83;645;12;9;0;961;2;1;9
2020/21;Bayern Munich;Jonas;38;15;11;50;311;46;6;2;868;9;3;1
2016/17;Liverpool;Defendi;14;15;16;22;457;38;0;0;1159;4;9;9
2019/20;Real Madrid;L. Quintana;10;27;3;69;550;10;7;0;568;12;2;7
2021/22;Barcelona;Dorca;26;8;3;43;427;44;4;0;1392;4;8;9
2020/21;Paris Saint-Germain;E. Prib;9;9;0;10;188;39;0;1;671;11;3;11
2021/22;Barcelona;Yeom Ki Hun;1;8;5;52;498;19;6;2;982;0;6;2
2022/23;Manchester United;Bremer;21;1;19;28;199;49;1;2;506;8;1;5
2018/19;Chelsea;Rodrigo;26;16;1;94;824;18;0;1;3482;3;4;7
2022/23;Liverpool;J. Attamah;39;14;9;71;851;9;7;0;2345;6;1;12
2020/21;Juventus;Álvaro Lemos;12;17;10;66;582;12;5;1;2206;6;1;11
2017/18;Liverpool;J. Meram;13;6;16;92;800;7;5;0;2153;3;8;2
2021/22;Juventus;Renato Neto;28;13;4;77;623;25;6;2;3230;10;5;12
2016/17;Chelsea;Alexandre Guedes;36;18;14;56;604;24;5;0;2398;0;4;13
2017/18;Chelsea;E. García;10;22;5;47;903;12;1;2;1677;0;2;9
2017/18;Bayern Munich;A. Ateef;33;9;13;31;731;10;1;2;1925;11;6;13
2017/18;Bayern Munich;N. Bitton;17;6;19;64;529;43;8;1;2334;4;1;12
2019/20;Manchester United;S. Thern;33;9;9;63;429;42;1;1;424;10;7;4
2021/22;Barcelona;N. Kati?;21;25;14;37;830;5;6;1;2420;11;3;12
2021/22;Bayern Munich;O. Haddadi;28;24;13;88;670;22;7;0;599;6;7;0
2016/17;Bayern Munich;H. Choudhury;28;9;7;30;910;22;8;1;2975;13;3;9
2022/23;Liverpool;M. Jedinák;10;29;0;65;128;43;5;0;2018;4;5;2
2019/20;Real Madrid;D. Benlamri;9;19;9;98;920;35;3;2;2170;12;2;5
2021/22;Real Madrid;S. Palacios;15;13;7;46;554;19;4;1;1839;9;9;5
2022/23;Chelsea;M. Al Owais;21;22;10;84;555;47;7;2;416;9;4;0
2016/17;Paris Saint-Germain;O. Rashid;1;6;0;17;322;32;0;2;2624;7;7;6
2016/17;Manchester United;G. Thorne;27;20;9;51;799;22;4;1;157;2;5;8
2019/20;Chelsea;A. Peši?;8;5;9;42;697;13;3;2;235;5;9;10
2016/17;Bayern Munich;S. Berahino;31;25;7;12;361;7;9;0;163;0;0;0
2016/17;Barcelona;R. Bianco;31;21;1;57;245;27;8;1;2252;4;8;12
2021/22;Liverpool;N. Sarenren Bazee;39;13;3;99;438;5;5;2;2455;13;2;14
2019/20;Bayern Munich;J. Böðvarsson;28;10;4;71;612;46;7;1;2862;10;2;0
2020/21;Paris Saint-Germain;C. De Norre;18;13;10;85;951;35;5;1;1708;14;1;2
2019/20;Liverpool;S. Maguire;37;11;12;48;702;16;8;1;237;14;6;6
2019/20;Real Madrid;L. Lollo;21;18;15;40;731;38;3;1;1836;1;1;3
2022/23;Real Madrid;Luso;33;17;12;41;292;22;3;0;1836;3;7;3
2016/17;Barcelona;A. Kolomeytsev;29;18;11;75;323;26;2;1;2032;4;5;6
2021/22;Juventus;J. Siebenhandl;21;15;12;31;879;38;6;1;2899;6;1;4
2016/17;Liverpool;S. Downing;28;29;2;77;976;32;8;1;3145;10;9;14
2018/19;Juventus;O. Pérez;26;10;12;83;152;10;2;0;386;14;1;0
2019/20;Barcelona;P. Klingmann;27;25;0;23;587;36;9;0;317;0;9;9
2021/22;Juventus;L. Mancuso;3;20;17;23;211;21;2;2;1339;13;6;8
2022/23;Bayern Munich;Eguaras;5;21;14;99;268;29;6;0;758;1;8;7
2016/17;Paris Saint-Germain;G. Makaridze;8;6;14;41;235;30;1;2;1224;7;4;12
2022/23;Bayern Munich;S. Sam;25;2;1;49;206;42;3;1;1725;8;4;4
2018/19;Chelsea;Lucas Possignolo;31;21;1;67;282;18;3;0;3035;1;4;13
2016/17;Juventus;Edson Farias;8;9;7;23;405;41;8;0;1051;6;8;14
2021/22;Liverpool;G. Campi;29;6;10;42;899;38;7;1;2367;6;9;13
2022/23;Barcelona;A. Hutton;4;2;2;78;352;44;6;1;2755;14;1;14
2018/19;Real Madrid;Braga;38;17;17;82;602;27;0;2;910;4;8;7
2016/17;Chelsea;C. Ganea;39;2;11;20;317;27;4;0;1909;5;5;14
2022/23;Barcelona;E. Burgos;35;3;18;43;588;23;0;2;3190;14;4;10
2021/22;Juventus;S. Janko;9;4;13;51;838;6;2;1;2059;3;8;13
2020/21;Real Madrid;L. Pasciuti;30;11;12;84;546;40;0;0;442;0;3;5
2016/17;Chelsea;J. Cavalli;32;2;1;91;928;49;2;0;1792;9;3;6
2016/17;Bayern Munich;B. Berisha;12;17;9;82;174;37;7;0;2350;11;0;7
2019/20;Real Madrid;T. Martínez;26;28;19;89;595;14;6;2;674;11;0;1
2016/17;Real Madrid;H. Mendyl;7;7;11;87;137;41;2;2;2160;4;8;9
2022/23;Juventus;Alberto Benito;14;6;10;93;867;25;2;0;1336;6;6;4
2022/23;Manchester United;G. Varela;33;29;1;82;997;13;3;2;2308;14;3;12
2022/23;Juventus;S. Lundevall;8;5;10;84;170;45;8;1;1234;0;6;2
2022/23;Bayern Munich;J. Rodríguez;18;4;12;22;380;31;0;0;2049;3;2;13
2017/18;Chelsea;M. Azira;34;2;17;23;574;22;5;2;3246;7;2;9
2017/18;Liverpool;Ortuño;12;5;7;65;616;23;4;0;2391;9;4;6
2019/20;Paris Saint-Germain;T. Baši?;25;7;6;71;221;17;0;2;1354;13;0;7
2022/23;Chelsea;F. Amuzu;29;29;10;39;383;10;7;2;1664;2;0;14
2021/22;Real Madrid;Bismark;33;3;4;79;956;27;0;2;848;12;7;8
2017/18;Liverpool;J. Adéoti;10;16;9;70;577;25;6;1;2996;2;5;4
2016/17;Liverpool;William;17;7;16;99;127;26;5;1;3282;1;0;6
2022/23;Juventus;J. Garner;29;6;8;74;820;26;0;1;2606;10;8;3
2022/23;Juventus;M. Matos;27;6;12;75;300;37;2;1;3030;9;8;9
2022/23;Liverpool;C. ?ahin;5;13;19;53;446;29;3;1;2010;2;1;11
2016/17;Paris Saint-Germain;E. Özbir;39;12;10;85;566;24;6;0;3264;6;4;6
2017/18;Bayern Munich;Javi Ros;34;2;1;20;649;46;6;2;1789;0;3;11
2018/19;Liverpool;K. Leerdam;11;11;7;24;225;9;0;0;1696;14;1;10
2022/23;Bayern Munich;M. Silvestri;26;0;7;68;628;28;2;1;2629;2;0;12
2018/19;Paris Saint-Germain;S. Ujkani;16;24;2;78;251;21;3;1;2090;12;8;7
2019/20;Chelsea;Victor Fachinhas;22;1;2;98;332;23;8;0;2700;7;7;7
2021/22;Manchester United;Núrio;20;26;11;56;115;29;9;2;1133;11;0;12
2018/19;Manchester United;S. Marinos;13;9;7;47;628;10;7;0;269;5;8;0
2016/17;Bayern Munich;G. Leadbitter;14;6;1;28;293;45;9;0;1524;5;6;5
2019/20;Paris Saint-Germain;S. Pocognoli;21;21;19;69;302;9;4;1;2446;5;6;6
2022/23;Chelsea;K. Hämäläinen;20;25;2;15;862;39;4;2;2614;7;4;1
2016/17;Manchester United;Y. Moreno;27;26;11;20;967;24;9;1;1862;8;5;9
2021/22;Juventus;P. Helland;10;24;17;33;447;33;8;1;2212;13;0;6
2020/21;Manchester United;M. Pedersen;21;0;2;40;891;6;4;2;2036;5;3;14
2022/23;Juventus;Casadesús;8;17;15;67;266;13;2;2;1764;7;6;10
2022/23;Chelsea;J. Archer;10;5;4;44;226;38;7;0;1748;3;3;7
2017/18;Manchester United;P. Sagna;24;14;0;21;645;9;6;2;926;4;5;5
2018/19;Liverpool;J. Menéndez;16;1;0;22;912;31;0;0;2578;13;5;2
2016/17;Barcelona;Y. Kashiwagi;17;13;11;67;944;29;9;1;1629;8;3;14
2021/22;Bayern Munich;Lucas Áfrico;4;23;9;73;867;23;0;1;1866;12;9;2
2016/17;Barcelona;N. Mihajlovi?;17;29;16;97;822;41;7;1;353;5;4;3
2019/20;Liverpool;S. Breitkreuz;29;16;10;47;720;43;2;1;1408;5;9;3
2017/18;Juventus;D. Delgado;8;14;16;28;639;10;7;1;1205;5;0;8
2017/18;Barcelona;S. Johnson;9;2;7;81;792;12;3;0;3345;4;1;9
2020/21;Bayern Munich;Ferro;24;20;6;28;833;5;5;2;3582;12;3;10
2022/23;Bayern Munich;C. Bieler;32;22;1;29;936;17;7;1;3205;7;1;14
2020/21;Real Madrid;M. Hefele;7;13;8;31;508;18;8;0;1749;13;0;8
2022/23;Liverpool;D. Blum;13;14;1;37;247;5;1;1;2012;1;4;12
2022/23;Paris Saint-Germain;U. Uçar;26;0;14;47;145;19;4;0;2810;3;3;12
2021/22;Paris Saint-Germain;N. Paz;23;10;0;62;820;25;6;2;3515;3;5;14
2020/21;Barcelona;Bernardo;12;24;17;90;425;5;1;1;763;1;2;10
2019/20;Juventus;M. Gori;1;4;11;66;633;39;8;0;242;14;2;4
2018/19;Bayern Munich;R. Robayo;36;19;15;17;738;22;2;1;3131;9;3;10
2020/21;Bayern Munich;A. Totovytskyi;10;3;17;90;555;12;8;0;860;0;8;13
2018/19;Chelsea;O. Hüsing;21;29;7;26;986;12;2;1;3476;13;0;13
2019/20;Chelsea;A. Seculin;31;18;8;44;464;49;6;1;228;9;0;9
2019/20;Manchester United;Marco Sangalli;27;19;15;92;518;11;8;0;1674;2;0;12
2021/22;Paris Saint-Germain;M. Danielson;37;13;13;49;649;9;8;2;1362;2;1;8
2021/22;Real Madrid;Kim Young Gwon;29;9;17;38;790;5;3;2;2522;5;0;4
2022/23;Barcelona;M. Barbieri;7;0;5;15;177;30;7;0;2208;14;0;5
2022/23;Manchester United;G. Belaud;2;14;6;73;390;27;3;0;1195;1;0;11
2019/20;Liverpool;Ricardo Ferreira;14;3;10;94;262;7;0;0;161;1;1;11
2018/19;Juventus;K. Barbarouses;20;15;19;68;118;25;8;1;3213;6;9;2
2016/17;Juventus;J. Rodríguez;1;11;19;17;890;47;1;1;2006;0;3;13
2020/21;Chelsea;C. Battocchio;23;0;14;75;317;32;7;2;2418;13;9;0
2021/22;Bayern Munich;W. Grigg;36;6;19;98;907;17;1;2;2698;7;5;4
2018/19;Chelsea;M. Coutadeur;31;7;11;82;317;12;3;2;252;3;7;13
2021/22;Bayern Munich;R. Petretta;6;28;11;29;958;5;2;0;1956;6;3;3
2017/18;Bayern Munich;S. De Ridder;19;3;17;15;130;37;9;0;2333;11;0;14
2018/19;Real Madrid;Macarinho Louro;3;5;8;31;386;21;9;1;467;10;1;7
2022/23;Barcelona;B. Meling;28;16;16;60;730;43;3;0;2952;4;3;13
2018/19;Barcelona;N. Obiora;12;29;17;51;791;18;7;1;389;12;2;10
2020/21;Chelsea;Puertas;19;28;17;84;756;11;4;0;1588;10;6;11
2018/19;Barcelona;A. Saldívar;33;27;17;84;883;9;1;0;2719;3;1;13
2021/22;Liverpool;Y. Wissa;19;0;4;33;130;14;1;0;3329;3;4;14
2022/23;Liverpool;R. Ovelar;3;18;14;14;462;17;7;0;330;12;9;12
2018/19;Juventus;D. Dessena;26;14;1;56;297;11;5;1;1535;3;4;12
2021/22;Barcelona;N. Al Shamrani;36;29;1;63;664;29;6;2;2097;0;4;12
2019/20;Real Madrid;Sílvio;22;13;13;94;615;11;3;1;624;3;8;10
2022/23;Liverpool;M. Bolados;11;16;1;46;831;17;9;0;3381;11;7;9
2020/21;Juventus;Diogildo Peixe;39;26;12;86;282;33;4;2;307;0;8;3
2019/20;Liverpool;S. Griesbeck;38;8;12;98;134;46;8;1;1108;1;5;13
2020/21;Liverpool;L. García;12;27;1;96;659;16;0;2;3040;5;4;10
2018/19;Juventus;J. Brabec;35;25;9;69;821;49;1;1;202;10;0;2
2018/19;Barcelona;Nenê;1;29;13;65;405;17;4;0;198;14;4;0
2021/22;Chelsea;T. It?;17;22;6;59;770;5;4;2;583;7;5;10
2021/22;Chelsea;L. Spalvis;16;1;17;23;365;20;8;1;3469;0;9;10
2017/18;Chelsea;Aitor García;9;5;18;91;863;16;2;1;1141;11;0;11
2020/21;Real Madrid;J. Paredes;15;13;10;73;998;27;1;2;1480;9;8;12
2019/20;Paris Saint-Germain;M. Varnier;27;3;10;85;411;35;6;2;2053;8;8;9
2016/17;Bayern Munich;S. Morsy;27;26;16;82;172;48;8;1;2689;12;6;14
2019/20;Chelsea;F. Ayité;35;11;13;18;386;27;0;1;261;0;2;1
2020/21;Chelsea;F. Zuculini;30;29;3;89;214;21;9;2;1210;6;6;10
2018/19;Liverpool;Bruno Moreira;3;1;2;77;843;23;9;1;2915;12;3;10
2021/22;Barcelona;C. Fierro;11;13;6;76;391;5;4;1;1822;13;7;0
2018/19;Liverpool;M. Morrison;16;16;2;13;409;33;5;1;277;0;2;11
2017/18;Real Madrid;P. Gallagher;3;13;18;55;353;48;9;0;2008;11;6;13
2021/22;Bayern Munich;D. Nounkeu;10;6;10;14;749;12;3;1;2124;4;8;3
2018/19;Real Madrid;T. Tawatha;19;7;7;54;304;24;2;0;995;7;9;0
2017/18;Liverpool;Toribio;32;0;18;51;440;13;1;0;1266;0;7;10
2021/22;Juventus;T. Carson;20;9;3;43;733;19;8;2;816;1;3;9
2020/21;Chelsea;H. Aiesh;32;4;17;93;644;33;1;0;2220;5;7;9
2020/21;Liverpool;R. Boffin;14;3;0;33;431;12;8;2;2919;0;3;3
2018/19;Chelsea;U. Mati?;1;12;0;80;789;5;8;1;3077;5;8;11
2018/19;Chelsea;L. Giannetti;4;13;0;15;630;9;9;1;1381;3;0;1
2019/20;Bayern Munich;D. Sorgi?;38;1;16;40;216;34;3;2;747;7;8;3
2016/17;Paris Saint-Germain;José Arnáiz;35;13;5;27;265;31;2;2;2058;5;9;0
2020/21;Bayern Munich;D. Kaiser;19;14;6;71;938;9;0;0;3140;7;3;13
2020/21;Liverpool;A. Crescenzi;23;21;8;91;956;31;5;0;2167;6;3;5
2020/21;Chelsea;D. Cerén;5;3;6;20;591;26;0;0;1599;8;5;5
2019/20;Bayern Munich;Y. Al Shehri;29;13;14;24;375;9;6;1;2428;0;7;1
2016/17;Bayern Munich;Renato Chaves;25;17;7;23;469;37;9;0;1156;5;4;13
2019/20;Barcelona;A. Sissoko;7;26;13;60;560;48;8;2;2143;3;5;0
2020/21;Real Madrid;Chong Te Se;7;29;14;42;797;15;3;0;3442;2;8;7
2018/19;Barcelona;Dodô;13;14;5;15;327;27;3;0;3190;5;2;1
2019/20;Juventus;R. Jenssen;8;13;7;90;811;44;5;2;1698;14;8;3
2018/19;Chelsea;J. Onomah;27;9;12;52;667;24;1;2;419;0;8;14
2017/18;Chelsea;P. Franco;28;16;19;81;335;23;0;1;2001;9;7;12
2020/21;Barcelona;J. Dudziak;7;28;11;25;889;25;1;1;1798;7;4;12
2019/20;Paris Saint-Germain;W. Zahibo;35;20;14;84;853;14;7;1;2829;0;2;1
2020/21;Paris Saint-Germain;J. Toledo;10;12;8;21;952;43;7;2;3501;11;8;4
2018/19;Real Madrid;C. Diandy;34;24;8;72;713;28;3;2;149;5;0;1
2022/23;Paris Saint-Germain;A. J?drzejczyk;17;14;5;92;877;41;2;0;3350;6;9;11
2017/18;Manchester United;Waguininho;18;20;19;12;145;18;7;0;566;5;4;2
2018/19;Real Madrid;M. Manotas;22;9;3;37;912;47;8;2;1808;11;0;13
2020/21;Paris Saint-Germain;Aderllan Santos;15;24;12;10;624;32;5;2;1497;8;9;4
2016/17;Paris Saint-Germain;J. Roa;2;4;19;17;977;27;3;2;2271;10;4;9
2018/19;Barcelona;Dani Hernández;24;9;15;47;165;41;2;0;511;4;5;3
2019/20;Bayern Munich;A. Bouhaddouz;20;13;9;53;244;32;5;0;2304;2;9;4
2022/23;Barcelona;N. Hauptmann;23;1;9;20;584;28;6;1;841;6;3;6
2021/22;Manchester United;L. Paqarada;20;5;16;14;674;49;1;0;1817;14;2;6
2022/23;Juventus;D. Kinsombi;30;8;12;25;522;10;1;2;2397;1;2;5
2016/17;Barcelona;R. Improta;11;21;14;95;141;36;5;0;471;2;0;8
2020/21;Liverpool;E. Torres;9;25;15;73;250;43;7;0;2038;14;2;10
2020/21;Paris Saint-Germain;F. Diabaté;14;7;16;50;330;46;2;1;1771;3;3;5
2018/19;Real Madrid;S. Willems;37;21;1;43;715;15;2;2;445;0;8;3
2021/22;Barcelona;S. Özcan;11;7;18;23;893;22;7;1;1991;12;6;12
2017/18;Bayern Munich;M. Caligiuri;11;26;8;91;854;28;3;1;1148;9;7;0
2021/22;Real Madrid;D. Moberg Karlsson;21;22;18;28;748;23;6;1;2347;9;6;1
2018/19;Juventus;O. Dramé;36;5;18;41;906;10;1;0;695;10;3;10
2021/22;Manchester United;Puado;26;29;1;86;241;15;3;1;1911;10;1;12
2021/22;Bayern Munich;C. Henao;38;12;12;24;149;42;8;0;3474;8;1;8
2016/17;Barcelona;J. Palacios;6;5;13;33;765;36;7;1;1384;7;2;3
2021/22;Liverpool;M. Wittek;11;4;6;76;906;49;3;0;173;0;5;7
2021/22;Manchester United;M. Hartel;16;13;13;65;334;7;3;0;3525;8;6;2
2022/23;Bayern Munich;M. Frýdek;27;18;5;43;839;10;1;2;1918;14;1;4
2016/17;Bayern Munich;A. Montero;9;5;6;18;494;44;5;2;630;11;4;7
2018/19;Paris Saint-Germain;E. Hestad;39;21;12;28;697;37;1;2;2597;11;4;7
2018/19;Bayern Munich;M. Drudi;38;4;6;26;952;21;2;2;1825;4;6;3
2017/18;Manchester United;S. Schonlau;1;19;10;65;178;20;0;1;538;2;9;12
2018/19;Paris Saint-Germain;P. Toranzo;15;22;2;10;919;23;4;2;653;3;8;4
2020/21;Bayern Munich;Daniel Amora;8;19;17;98;324;16;8;0;1539;6;7;4
2020/21;Real Madrid;M. Hanousek;36;3;12;51;966;16;8;0;912;10;7;0
2016/17;Real Madrid;T. Derijck;17;26;5;61;608;26;0;0;546;8;7;0
2022/23;Bayern Munich;E. López;23;4;11;56;383;31;2;1;732;0;8;1
2019/20;Barcelona;Anuar;24;15;17;47;612;27;1;2;2247;12;8;1
2021/22;Juventus;K. Günter;21;13;15;70;238;28;2;2;466;0;5;1
2021/22;Chelsea;A. Konradsen;21;13;18;69;985;22;8;1;2138;3;9;4
2019/20;Chelsea;G. Torres;17;0;8;59;262;49;6;1;2778;11;8;8
2022/23;Paris Saint-Germain;T. Asano;16;16;9;45;839;6;7;0;1362;8;7;6
2017/18;Real Madrid;I. Nedelcearu;26;2;13;83;772;33;2;0;1443;14;9;1
2020/21;Barcelona;L. Castro;14;29;16;25;608;42;3;0;250;2;0;6
2022/23;Real Madrid;S. McKenna;17;22;6;85;551;18;4;0;339;9;3;3
2020/21;Real Madrid;D. Fox;13;4;14;42;530;11;2;1;2908;4;0;13
2017/18;Bayern Munich;S. Birnbaum;5;17;10;21;268;39;2;2;2139;9;7;1
2019/20;Manchester United;C. Maxwell;21;20;11;87;569;11;3;2;2887;13;3;13
2019/20;Liverpool;D. Stracqualursi;6;11;14;66;855;48;5;2;876;7;9;10
2019/20;Barcelona;W. Sobota;3;6;17;41;336;40;9;0;1272;1;9;3
2016/17;Liverpool;S. Doi;24;14;4;34;373;42;6;0;1851;6;3;13
2019/20;Manchester United;José Mari;20;26;14;29;640;24;0;1;1659;13;4;3
2017/18;Juventus;T. Weilandt;30;24;6;52;741;16;7;0;1893;5;4;6
2022/23;Barcelona;A. Wisdom;18;13;11;61;831;5;6;0;2355;5;1;0
2018/19;Chelsea;K. Smith;17;17;17;87;683;48;2;2;3140;9;6;4
2019/20;Chelsea;M. Bodmer;37;20;9;12;718;32;2;1;2159;7;8;10
2017/18;Liverpool;F. Ballo-Touré;24;25;18;46;539;13;6;2;1920;7;4;2
2016/17;Paris Saint-Germain;Jeong Woon;19;5;15;65;945;33;6;1;2544;12;3;3
2021/22;Chelsea;L. Mendoza;15;24;7;29;990;31;7;0;1651;8;5;4
2022/23;Real Madrid;M. Faraoni;1;7;11;32;779;8;9;1;1429;7;4;10
2021/22;Liverpool;D. Avdijaj;4;13;19;25;154;20;2;1;1615;12;2;12
2021/22;Barcelona;Juan Dominguez;39;10;12;94;600;19;8;0;1312;5;0;5
2018/19;Juventus;M. Sylla;24;0;10;47;780;18;6;2;1160;6;3;0
2017/18;Bayern Munich;M. Ibáñez;33;15;7;93;293;31;0;2;1472;8;8;13
2020/21;Real Madrid;F. Giefer;24;13;17;65;203;13;7;1;2523;14;9;8
2021/22;Real Madrid;D. Batubinsika;18;24;4;76;449;5;4;2;2906;3;2;11
2016/17;Manchester United;S. Kaneko;18;21;3;50;909;22;4;1;2266;13;2;2
2019/20;Liverpool;Edsinho Torres;20;1;11;53;928;48;5;1;2422;9;6;5
2017/18;Juventus;A. Rosi;10;24;7;54;744;28;8;1;1944;12;9;4
2022/23;Juventus;E. López;5;29;11;92;141;40;7;0;3236;9;6;0
2016/17;Chelsea;S. Hain;33;0;2;90;418;15;0;0;1902;6;6;11
2022/23;Paris Saint-Germain;J. Caicedo;4;21;16;33;392;28;6;0;123;10;8;9
2016/17;Real Madrid;P. Souaré;21;18;15;97;243;33;6;1;1871;8;6;12
2018/19;Bayern Munich;G. Carey;29;8;14;25;164;21;4;0;2917;7;0;14
2017/18;Real Madrid;N. McGinn;37;22;0;72;644;26;3;2;1944;12;1;10
2018/19;Chelsea;L. Lacroix;1;17;9;35;964;31;8;1;925;2;9;6
2019/20;Paris Saint-Germain;I. Bel Hassani;30;9;8;21;320;35;7;2;1767;9;4;4
2020/21;Bayern Munich;L. Lollo;13;29;1;67;948;17;1;0;1774;2;9;12
2016/17;Paris Saint-Germain;F. Jungwirth;24;8;17;56;135;20;9;2;468;7;1;8
2018/19;Juventus;J. Silbeira;22;3;19;70;204;14;2;1;1593;6;5;5
2019/20;Liverpool;E. Bush;28;27;12;27;604;31;1;0;3191;3;7;13
2022/23;Real Madrid;Campillo;9;24;18;52;916;36;0;1;3314;11;0;1
2019/20;Chelsea;F. Ondoa;11;8;13;94;143;46;2;0;2869;13;2;6
2017/18;Liverpool;F. Mancinelli;29;7;2;70;258;15;8;0;2580;4;4;8
2017/18;Barcelona;K. Overmeire;35;2;15;95;387;14;0;2;664;9;4;1
2017/18;Liverpool;H. Campagnaro;18;20;9;49;697;39;1;1;2518;11;1;1
2022/23;Manchester United;N. ?ur?i?;30;17;3;57;995;38;5;0;122;9;0;13
2016/17;Real Madrid;Hugo Vieira;1;25;8;84;439;26;5;1;2578;13;1;11
2018/19;Liverpool;R. Loaiza;27;15;15;51;179;11;5;0;2083;9;3;8
2017/18;Juventus;B. Khuzwayo;21;12;18;95;893;16;3;2;2681;4;7;2
2022/23;Barcelona;A. Salvi;9;20;5;80;976;33;2;2;718;11;9;14
2020/21;Chelsea;J. Zárate;3;7;2;90;123;20;5;2;3467;3;1;10
2019/20;Barcelona;S. Bornauw;33;14;17;30;383;48;0;2;2006;8;6;9
2022/23;Liverpool;Óscar;14;28;11;43;211;44;6;2;3221;2;7;6
2016/17;Juventus;M. Parkhurst;24;15;2;45;771;30;0;0;1193;8;6;10
2017/18;Bayern Munich;M. Rodák;9;18;16;51;417;26;6;0;2688;13;8;6
2021/22;Barcelona;Rodri;14;12;19;42;368;38;9;1;2638;1;7;8
2021/22;Barcelona;L. Mare?ek;24;14;14;72;105;46;8;1;398;5;6;6
2017/18;Liverpool;A. Nordin;26;2;12;10;557;33;7;1;1940;9;1;9
2017/18;Paris Saint-Germain;J. Siebatcheu;33;2;14;60;165;20;3;2;1465;2;8;6
2020/21;Chelsea;Joel Pereira;36;26;10;91;141;40;3;1;1535;12;3;14
2022/23;Barcelona;S. Muntari;1;21;3;52;215;10;7;1;490;2;8;12
2019/20;Real Madrid;A. Tchouaméni;39;26;6;44;140;49;2;2;2229;8;6;10
2018/19;Real Madrid;Jhonatan;15;5;9;35;862;37;1;0;3315;10;8;3
2022/23;Paris Saint-Germain;R. Echeverría;12;9;4;14;115;5;7;2;113;2;6;2
2017/18;Barcelona;A. Bernardini;17;8;4;84;201;36;6;1;2994;5;4;5
2022/23;Chelsea;B. Schmitz;21;24;7;52;610;6;4;1;3553;0;1;6
2016/17;Chelsea;D. Bisoli;2;1;11;86;254;6;1;0;1980;2;6;5
2016/17;Chelsea;I. Sylla;2;2;1;68;266;31;2;2;2097;12;5;5
2019/20;Juventus;M. Dawson;19;10;4;11;100;7;2;1;405;10;1;14
2017/18;Barcelona;A. Fathi;18;18;15;73;181;12;7;0;2078;7;7;1
2017/18;Manchester United;E. Löwen;8;24;6;53;772;21;1;0;889;6;1;3
2021/22;Manchester United;R. Green;9;7;0;17;195;7;1;0;3187;9;8;7
2016/17;Liverpool;L. Tawamba;33;7;3;22;745;45;5;0;1023;3;8;0
2022/23;Manchester United;P. Galdames;3;17;18;67;283;9;9;1;1443;6;3;0
2018/19;Juventus;M. Müller;8;7;11;77;371;23;9;2;2418;9;8;2
2016/17;Juventus;Unai Medina;34;1;14;29;132;12;2;2;2944;12;2;4
2018/19;Bayern Munich;S. Allagui;3;0;3;63;405;23;5;0;512;2;8;13
2020/21;Real Madrid;A. Bastía;4;0;11;11;319;21;9;1;1605;9;3;6
2022/23;Juventus;T. Kempe;8;9;15;84;306;46;7;0;2295;4;0;0
2021/22;Manchester United;Z. Touré;19;28;10;74;713;9;4;0;922;10;0;1
2018/19;Barcelona;Fidel;25;6;8;51;765;38;7;0;3186;4;1;3
2016/17;Bayern Munich;O. Kolá?;12;26;4;74;412;20;5;0;2979;12;9;0
2016/17;Chelsea;J. Lawrence;23;8;14;27;301;40;0;0;1065;2;5;8
2019/20;Paris Saint-Germain;J. Maclaren;30;8;10;13;311;25;7;2;2441;11;3;13
2020/21;Barcelona;A. Sobiech;37;10;10;99;896;12;1;1;1537;8;7;11
2016/17;Chelsea;A. Jansen;5;5;17;28;370;26;7;1;1981;11;7;3
2019/20;Chelsea;F. Zampano;29;7;9;33;542;28;0;0;2291;3;4;2
2021/22;Bayern Munich;K. Stuhr-Ellegaard;20;21;0;56;909;47;3;2;889;13;5;2
2021/22;Real Madrid;M. Bunn;3;19;0;22;350;19;9;2;1874;3;0;4
2021/22;Barcelona;Juanjo;37;23;10;26;785;26;1;0;2563;5;5;7
2017/18;Juventus;D. Odoi;26;9;14;72;792;38;1;1;2462;3;1;10
2017/18;Manchester United;J. Ngandu Kayamba;36;24;10;76;777;9;0;2;1364;0;5;4
2018/19;Juventus;M. Morganella;25;1;13;48;626;6;0;2;2680;4;1;6
