Categoria de Producto Visaulizado;Ciudad;Compra_Completada;Descuento_Aplicado;Tipo_de_Dispositivo;Sistema_Operativo_Dispositivo;País;Miembro_Lealtad;Método_de_Pago;ID_Usuario;Género;Fuente_Referencia;Duración de la sesión en minutos;Edad;Estimado Días de Entrega;Hora_Compra;Porcentaje_Descuento;Productos_Visualizados;Rango_Precio_Producto;Reseñas enviadas por el usuario.;Cantidad_Gastada
Ropa;Monterrey;Sí;No;Tableta;Android;Mexico;Sí;Criptomoneda;U0130;Otro;Correo Electrónico;120;52;20;1;0;38;43037;8;0
Ropa;Monterrey;Sí;No;Tableta;Linux;Mexico;No;Tarjeta de Regalo;U0649;Femenino;Correo Electrónico;95;56;11;12;0;4;30172;4;58171
Ropa;Monterrey;Sí;Sí;Escritorio;iOS;Mexico;Sí;Tarjeta de Crédito;U0298;Femenino;Google;12;46;30;2;34;40;14272;9;5595
Ropa;Monterrey;Sí;Sí;Escritorio;Windows;Mexico;Sí;PayPal;U0412;Masculino;Directo;88;39;5;13;21;18;30531;3;0
Ropa;Monterrey;Sí;Sí;Móvil;Windows;Mexico;No;Tarjeta de Crédito;U0281;Femenino;Correo Electrónico;42;33;13;5;49;23;20438;9;5155
Ropa;Monterrey;Sí;Sí;Móvil;Windows;Mexico;No;Tarjeta de Crédito;U0900;Femenino;Redes Sociales;146;31;11;12;0;6;10871;0;0
Ropa;Montreal;No;No;Escritorio;Android;Canada;No;Tarjeta de Regalo;U0940;Otro;Redes Sociales;88;53;17;12;47;2;13933;7;61046
Ropa;Montreal;No;No;Escritorio;Windows;Canada;No;PayPal;U1394;Otro;Directo;135;24;13;14;18;43;4061;2;94061
Ropa;Montreal;No;No;Móvil;Android;Canada;No;Criptomoneda;U1488;Femenino;Correo Electrónico;19;34;5;22;0;38;23446;1;64136
Ropa;Montreal;No;No;Tableta;Android;Canada;Sí;PayPal;U1482;Femenino;Otro;107;43;17;19;0;38;17553;7;0
Ropa;Montreal;No;No;Tableta;iOS;Canada;No;PayPal;U0685;Masculino;Correo Electrónico;111;37;16;8;9;19;2026;5;0
Ropa;Montreal;No;No;Tableta;MacOS;Canada;No;Criptomoneda;U0222;Femenino;Otro;159;49;21;18;1;18;22415;6;70707
Ropa;Montreal;No;Sí;Escritorio;Android;Canada;No;Tarjeta de Crédito;U0161;Masculino;Google;27;53;9;20;27;5;2672;5;0
Ropa;Montreal;No;Sí;Móvil;Linux;Canada;No;Tarjeta de Crédito;U0999;Otro;Redes Sociales;89;36;29;3;46;1;45313;2;31794
Ropa;Montreal;No;Sí;Tableta;Android;Canada;Sí;Criptomoneda;U1458;Otro;Google;85;34;28;8;0;49;20578;7;60889
Ropa;Montreal;No;Sí;Tableta;Android;Canada;Sí;Tarjeta de Crédito;U0010;Otro;Redes Sociales;114;28;2;6;0;35;1895;7;0
Ropa;Montreal;No;Sí;Tableta;Linux;Canada;No;Tarjeta de Regalo;U0935;Femenino;Google;39;20;24;17;21;16;32289;0;0
Ropa;Montreal;No;Sí;Tableta;Windows;Canada;No;Tarjeta de Regalo;U1255;Masculino;Redes Sociales;9;64;30;15;0;14;2939;9;935
Ropa;Montreal;Sí;No;Móvil;Android;Canada;Sí;Tarjeta de Crédito;U1097;Masculino;Correo Electrónico;123;32;8;16;0;33;1076;8;0
Ropa;Montreal;Sí;No;Móvil;Windows;Canada;Sí;Tarjeta de Regalo;U1115;Femenino;Google;112;22;25;15;30;36;38158;5;71184
Ropa;Montreal;Sí;No;Tableta;Linux;Canada;Sí;Criptomoneda;U0082;Otro;Google;78;38;14;15;24;3;10921;2;62851
Ropa;Montreal;Sí;Sí;Móvil;Linux;Canada;No;PayPal;U1012;Masculino;Otro;82;30;29;0;0;34;37244;2;0
Ropa;Montreal;Sí;Sí;Móvil;Windows;Canada;No;Criptomoneda;U0822;Masculino;Google;163;59;11;18;0;48;6131;1;61118
Ropa;Montreal;Sí;Sí;Tableta;Windows;Canada;No;Tarjeta de Regalo;U1185;Masculino;Redes Sociales;148;63;4;8;0;11;48813;3;24908
Ropa;Múnich;No;No;Móvil;Android;Germany;No;Tarjeta de Crédito;U0986;Otro;Correo Electrónico;73;47;12;23;0;46;11083;6;0
Ropa;Múnich;No;No;Móvil;MacOS;Germany;No;Criptomoneda;U0408;Otro;Correo Electrónico;96;51;25;22;10;10;28063;4;79732
Ropa;Múnich;No;No;Tableta;MacOS;Germany;Sí;PayPal;U0069;Masculino;Otro;116;43;5;18;0;2;3072;0;12998
Ropa;Múnich;No;No;Tableta;Windows;Germany;Sí;PayPal;U0473;Masculino;Redes Sociales;19;22;21;21;27;47;2366;10;59235
Ropa;Múnich;No;Sí;Móvil;iOS;Germany;Sí;Criptomoneda;U0423;Masculino;Redes Sociales;81;61;9;4;10;9;3291;10;70741
Ropa;Múnich;No;Sí;Móvil;Linux;Germany;Sí;Tarjeta de Crédito;U0370;Otro;Directo;44;63;23;10;13;12;41913;10;0
Ropa;Múnich;No;Sí;Móvil;Windows;Germany;No;Tarjeta de Regalo;U0875;Otro;Otro;87;31;23;8;21;10;32034;10;0
Ropa;Múnich;No;Sí;Tableta;Android;Germany;No;PayPal;U0931;Femenino;Google;70;37;18;5;0;44;11768;4;0
Ropa;Múnich;No;Sí;Tableta;Android;Germany;Sí;Tarjeta de Regalo;U0330;Masculino;Directo;138;44;27;7;7;50;5481;6;0
Ropa;Múnich;Sí;No;Escritorio;iOS;Germany;Sí;Tarjeta de Crédito;U0691;Femenino;Redes Sociales;35;48;22;19;23;49;46249;0;1377
Ropa;Múnich;Sí;No;Escritorio;Windows;Germany;No;Criptomoneda;U1183;Femenino;Correo Electrónico;69;40;14;17;48;13;1809;0;76254
Ropa;Múnich;Sí;No;Móvil;Android;Germany;Sí;Criptomoneda;U0405;Femenino;Correo Electrónico;129;40;22;0;5;5;41728;4;0
Ropa;Múnich;Sí;No;Tableta;iOS;Germany;No;PayPal;U0702;Otro;Google;122;55;8;19;50;32;12062;6;76483
Ropa;Múnich;Sí;No;Tableta;Linux;Germany;Sí;PayPal;U0725;Masculino;Redes Sociales;172;30;13;20;0;14;19367;10;5994
Ropa;Múnich;Sí;No;Tableta;MacOS;Germany;No;PayPal;U0654;Femenino;Redes Sociales;113;56;19;4;43;12;8335;10;0
Ropa;Múnich;Sí;Sí;Escritorio;Android;Germany;Sí;PayPal;U0459;Otro;Otro;156;33;26;1;22;22;22755;6;0
Ropa;Múnich;Sí;Sí;Escritorio;Linux;Germany;No;Criptomoneda;U0965;Femenino;Directo;4;47;20;15;0;32;13227;8;0
Ropa;Múnich;Sí;Sí;Escritorio;MacOS;Germany;No;Tarjeta de Regalo;U0053;Masculino;Directo;11;24;16;1;44;49;31082;3;39442
Ropa;Múnich;Sí;Sí;Tableta;Android;Germany;Sí;PayPal;U1014;Masculino;Google;118;20;18;15;48;31;25231;7;0
Ropa;Múnich;Sí;Sí;Tableta;iOS;Germany;No;Criptomoneda;U0883;Otro;Redes Sociales;25;64;9;21;0;7;35604;5;0
Ropa;Múnich;Sí;Sí;Tableta;Linux;Germany;No;Tarjeta de Regalo;U0461;Femenino;Google;20;22;18;3;30;49;25641;9;8590
Ropa;Múnich;Sí;Sí;Tableta;MacOS;Germany;Sí;Criptomoneda;U0663;Otro;Correo Electrónico;85;56;16;13;12;18;10224;2;71135
Ropa;Nueva York;No;No;Escritorio;MacOS;USA;No;Criptomoneda;U0337;Otro;Directo;128;50;10;4;24;35;10913;6;47458
Ropa;Nueva York;No;No;Escritorio;Windows;USA;Sí;Criptomoneda;U1196;Masculino;Otro;64;64;5;1;0;12;401;4;0
Ropa;Nueva York;No;No;Móvil;iOS;USA;No;Criptomoneda;U0631;Femenino;Google;149;54;6;19;25;20;21516;5;45846
Ropa;Nueva York;No;No;Móvil;Linux;USA;No;Criptomoneda;U0385;Femenino;Google;97;60;24;15;0;13;7343;6;6962
Ropa;Nueva York;No;Sí;Escritorio;iOS;USA;No;Criptomoneda;U0090;Otro;Google;149;62;15;16;0;34;29832;10;84989
Ropa;Nueva York;No;Sí;Móvil;Android;USA;Sí;Criptomoneda;U0888;Femenino;Google;38;43;10;0;0;32;22214;4;0
Ropa;Nueva York;No;Sí;Móvil;Linux;USA;No;Criptomoneda;U1254;Otro;Otro;78;31;3;4;0;31;41587;7;3958
Ropa;Nueva York;No;Sí;Móvil;MacOS;USA;Sí;Tarjeta de Crédito;U0015;Masculino;Google;171;41;18;18;0;46;45955;0;0
Ropa;Nueva York;No;Sí;Móvil;Windows;USA;No;Criptomoneda;U1152;Masculino;Correo Electrónico;153;43;5;11;0;46;45704;3;36429
Ropa;Nueva York;No;Sí;Tableta;MacOS;USA;No;PayPal;U0759;Masculino;Otro;68;34;1;1;8;18;21345;5;0
Ropa;Nueva York;No;Sí;Tableta;MacOS;USA;Sí;Criptomoneda;U1456;Otro;Correo Electrónico;94;54;10;18;33;28;32586;1;81318
Ropa;Nueva York;Sí;No;Escritorio;Android;USA;Sí;Tarjeta de Crédito;U1157;Masculino;Redes Sociales;54;30;17;20;0;45;31326;2;90223
Ropa;Nueva York;Sí;No;Escritorio;Linux;USA;No;Tarjeta de Crédito;U1338;Femenino;Correo Electrónico;125;52;18;1;1;5;48094;8;0
Ropa;Nueva York;Sí;Sí;Escritorio;Windows;USA;Sí;Criptomoneda;U0355;Femenino;Directo;151;63;7;1;0;49;22139;2;95273
Ropa;Nueva York;Sí;Sí;Móvil;Android;USA;No;PayPal;U0844;Masculino;Directo;149;33;16;3;0;2;18494;3;6242
Ropa;Nueva York;Sí;Sí;Móvil;Linux;USA;Sí;Criptomoneda;U1080;Masculino;Google;59;32;4;10;0;36;12182;6;60222
Ropa;Nueva York;Sí;Sí;Móvil;MacOS;USA;Sí;Tarjeta de Crédito;U0874;Masculino;Correo Electrónico;177;51;18;10;23;7;49141;0;39376
Ropa;Nueva York;Sí;Sí;Móvil;Windows;USA;No;PayPal;U1321;Otro;Correo Electrónico;121;64;23;16;5;42;28749;6;37883
Ropa;Nueva York;Sí;Sí;Tableta;iOS;USA;Sí;PayPal;U0043;Masculino;Google;96;35;16;15;0;45;6751;4;0
Ropa;Nueva York;Sí;Sí;Tableta;Linux;USA;Sí;Criptomoneda;U0383;Otro;Redes Sociales;79;50;12;3;44;46;22614;4;35866
Ropa;Nueva York;Sí;Sí;Tableta;MacOS;USA;Sí;Criptomoneda;U1046;Masculino;Otro;34;52;16;8;3;13;3242;10;22011
Ropa;París;No;No;Móvil;Android;France;Sí;Tarjeta de Crédito;U0853;Otro;Directo;47;20;9;4;0;12;14304;10;99967
Ropa;París;No;No;Móvil;Linux;France;No;Tarjeta de Regalo;U0392;Masculino;Otro;168;42;21;18;2;42;30164;2;0
Ropa;París;No;No;Móvil;MacOS;France;Sí;Tarjeta de Crédito;U0256;Femenino;Otro;106;18;23;22;0;18;25067;6;11135
Ropa;París;No;No;Tableta;Android;France;Sí;Tarjeta de Regalo;U0393;Masculino;Otro;141;41;29;6;0;38;4047;8;0
Ropa;París;No;No;Tableta;MacOS;France;Sí;Criptomoneda;U0296;Otro;Google;89;52;28;22;46;3;40608;2;0
Ropa;París;No;Sí;Móvil;Windows;France;Sí;Tarjeta de Crédito;U1237;Otro;Correo Electrónico;30;18;7;8;0;41;21874;2;0
Ropa;París;No;Sí;Tableta;iOS;France;Sí;Tarjeta de Crédito;U0490;Otro;Correo Electrónico;68;27;12;9;0;30;21164;2;0
Ropa;París;No;Sí;Tableta;Linux;France;Sí;Tarjeta de Crédito;U0596;Masculino;Google;39;42;6;21;0;29;13205;1;0
Ropa;París;No;Sí;Tableta;Windows;France;Sí;Criptomoneda;U0415;Otro;Google;16;39;19;13;21;36;49776;8;0
Ropa;París;Sí;No;Escritorio;iOS;France;No;Tarjeta de Crédito;U1083;Femenino;Otro;109;34;30;7;0;37;5191;3;3563
Ropa;París;Sí;No;Escritorio;MacOS;France;Sí;Criptomoneda;U1055;Otro;Correo Electrónico;153;54;9;12;41;46;41278;4;0
Ropa;París;Sí;No;Móvil;iOS;France;No;Tarjeta de Regalo;U0522;Masculino;Redes Sociales;28;27;22;16;0;14;48575;4;0
Ropa;París;Sí;No;Móvil;Linux;France;No;Tarjeta de Crédito;U0623;Femenino;Redes Sociales;170;30;26;19;0;9;49283;7;0
Ropa;París;Sí;No;Móvil;Linux;France;Sí;Tarjeta de Crédito;U1094;Otro;Redes Sociales;172;24;13;17;0;38;43733;5;0
Ropa;París;Sí;Sí;Móvil;Windows;France;No;Tarjeta de Crédito;U0116;Femenino;Redes Sociales;27;26;19;6;0;5;13727;7;12306
Ropa;París;Sí;Sí;Tableta;MacOS;France;No;Tarjeta de Crédito;U0258;Femenino;Redes Sociales;4;45;15;20;42;24;8838;5;43833
Ropa;París;Sí;Sí;Tableta;MacOS;France;Sí;Criptomoneda;U0784;Femenino;Redes Sociales;147;45;10;16;0;32;3175;5;37766
Ropa;Rio de Janeiro;No;No;Móvil;Linux;Brazil;Sí;PayPal;U0975;Femenino;Redes Sociales;117;53;15;5;0;29;21035;0;91204
Ropa;Rio de Janeiro;No;No;Tableta;iOS;Brazil;Sí;PayPal;U0274;Otro;Otro;84;54;2;7;19;4;33872;2;0
Ropa;Rio de Janeiro;No;No;Tableta;iOS;Brazil;Sí;Tarjeta de Regalo;U0618;Femenino;Correo Electrónico;101;61;23;15;0;23;4083;6;97265
Ropa;Rio de Janeiro;No;Sí;Móvil;Linux;Brazil;Sí;Criptomoneda;U1436;Femenino;Redes Sociales;41;26;16;12;2;50;28074;7;90172
Ropa;Rio de Janeiro;No;Sí;Móvil;MacOS;Brazil;No;Tarjeta de Crédito;U0149;Masculino;Google;125;49;20;19;18;1;283;10;96715
Ropa;Rio de Janeiro;No;Sí;Tableta;Android;Brazil;No;Criptomoneda;U1100;Femenino;Directo;117;50;3;17;0;24;34027;5;83607
Ropa;Rio de Janeiro;No;Sí;Tableta;MacOS;Brazil;No;Tarjeta de Crédito;U1174;Otro;Redes Sociales;17;45;25;12;40;34;17453;8;0
Ropa;Rio de Janeiro;No;Sí;Tableta;Windows;Brazil;No;Criptomoneda;U0566;Masculino;Google;171;29;6;22;12;50;39005;8;0
Ropa;Rio de Janeiro;Sí;No;Escritorio;Android;Brazil;Sí;PayPal;U0074;Femenino;Otro;25;31;30;13;48;13;24409;2;5213
Ropa;Rio de Janeiro;Sí;No;Móvil;Linux;Brazil;Sí;Criptomoneda;U0637;Femenino;Correo Electrónico;2;18;12;22;0;36;40602;10;0
Ropa;Rio de Janeiro;Sí;No;Tableta;Android;Brazil;Sí;Tarjeta de Regalo;U0315;Masculino;Correo Electrónico;155;24;19;16;0;12;22611;3;78628
Ropa;Rio de Janeiro;Sí;No;Tableta;iOS;Brazil;No;Criptomoneda;U0539;Masculino;Correo Electrónico;173;43;4;16;32;13;267;0;0
Ropa;Rio de Janeiro;Sí;No;Tableta;Linux;Brazil;No;Tarjeta de Regalo;U1227;Femenino;Redes Sociales;113;38;9;7;0;43;22341;10;5146
Ropa;Sao Paulo;No;No;Escritorio;Android;Brazil;Sí;Tarjeta de Crédito;U0316;Femenino;Otro;130;20;6;10;0;16;1308;1;0
Ropa;Sao Paulo;No;No;Escritorio;iOS;Brazil;No;PayPal;U0024;Otro;Otro;93;38;7;23;10;16;45419;3;0
Ropa;Sao Paulo;No;No;Escritorio;Windows;Brazil;No;Criptomoneda;U1065;Femenino;Otro;131;21;6;16;17;21;6769;6;0
Ropa;Sao Paulo;No;No;Tableta;Windows;Brazil;Sí;Tarjeta de Regalo;U1110;Otro;Redes Sociales;116;50;9;19;21;29;6788;0;0
Ropa;Sao Paulo;No;Sí;Escritorio;Linux;Brazil;Sí;Tarjeta de Regalo;U1206;Otro;Directo;97;55;5;14;13;7;35579;9;55074
Ropa;Sao Paulo;No;Sí;Escritorio;MacOS;Brazil;Sí;Tarjeta de Regalo;U0930;Femenino;Redes Sociales;122;30;24;3;0;48;41398;0;0
Ropa;Sao Paulo;No;Sí;Móvil;Linux;Brazil;No;Tarjeta de Crédito;U0982;Otro;Otro;141;28;12;2;0;21;18802;3;13567
Ropa;Sao Paulo;No;Sí;Móvil;MacOS;Brazil;No;PayPal;U0988;Otro;Redes Sociales;130;19;29;7;35;27;34312;0;71985
Ropa;Sao Paulo;No;Sí;Tableta;iOS;Brazil;No;Criptomoneda;U0066;Femenino;Correo Electrónico;175;21;22;8;16;48;31646;9;47695
Ropa;Sao Paulo;No;Sí;Tableta;iOS;Brazil;Sí;Criptomoneda;U0939;Masculino;Google;18;64;1;17;0;28;5399;1;0
Ropa;Sao Paulo;Sí;No;Escritorio;Linux;Brazil;Sí;Tarjeta de Crédito;U1209;Masculino;Correo Electrónico;4;35;21;1;33;20;10456;3;0
Ropa;Sao Paulo;Sí;No;Escritorio;Windows;Brazil;Sí;Tarjeta de Crédito;U1249;Otro;Directo;52;33;23;9;0;21;37773;2;95185
Ropa;Sao Paulo;Sí;No;Tableta;iOS;Brazil;No;PayPal;U0798;Femenino;Correo Electrónico;76;65;5;1;36;4;24785;6;0
Ropa;Sao Paulo;Sí;No;Tableta;iOS;Brazil;Sí;Tarjeta de Crédito;U1168;Otro;Google;16;65;25;22;50;40;40935;6;7281
Ropa;Sao Paulo;Sí;No;Tableta;Windows;Brazil;No;Tarjeta de Crédito;U1164;Masculino;Otro;84;60;16;2;35;24;4737;6;0
Ropa;Sao Paulo;Sí;Sí;Móvil;iOS;Brazil;Sí;Criptomoneda;U0063;Otro;Otro;23;19;11;18;49;26;29258;4;0
Ropa;Sao Paulo;Sí;Sí;Tableta;Linux;Brazil;Sí;Tarjeta de Crédito;U0756;Femenino;Google;160;65;18;1;38;38;39618;4;62773
Ropa;Toronto;No;No;Escritorio;Windows;Canada;No;Criptomoneda;U0189;Femenino;Correo Electrónico;147;25;22;17;5;21;25451;2;0
Ropa;Toronto;No;No;Escritorio;Windows;Canada;Sí;Tarjeta de Regalo;U0919;Femenino;Redes Sociales;147;54;18;6;0;47;38726;9;92446
Ropa;Toronto;No;No;Tableta;Android;Canada;Sí;Tarjeta de Regalo;U1297;Otro;Correo Electrónico;172;63;4;6;0;29;35925;5;61402
Ropa;Toronto;No;Sí;Móvil;Android;Canada;Sí;PayPal;U1343;Femenino;Directo;32;27;20;15;26;32;20989;9;78687
Ropa;Toronto;No;Sí;Tableta;Android;Canada;No;Tarjeta de Crédito;U0905;Masculino;Directo;1;31;15;0;12;38;34521;8;0
Ropa;Toronto;No;Sí;Tableta;MacOS;Canada;No;Tarjeta de Regalo;U0810;Masculino;Google;98;55;28;22;38;13;6952;9;0
Ropa;Toronto;Sí;No;Móvil;Android;Canada;Sí;Tarjeta de Crédito;U0929;Femenino;Correo Electrónico;21;34;12;14;39;42;20601;1;0
Ropa;Toronto;Sí;No;Móvil;Windows;Canada;No;PayPal;U0468;Otro;Correo Electrónico;155;54;25;16;4;24;25265;2;0
Ropa;Toronto;Sí;No;Tableta;Linux;Canada;Sí;PayPal;U1251;Otro;Redes Sociales;107;36;3;2;0;16;2125;3;0
Ropa;Toronto;Sí;Sí;Móvil;Windows;Canada;No;Tarjeta de Regalo;U1306;Masculino;Directo;179;35;13;11;14;29;29375;2;88179
Ropa;Vancouver;No;No;Escritorio;iOS;Canada;No;PayPal;U0992;Femenino;Directo;103;43;1;5;37;18;3076;7;0
Ropa;Vancouver;No;No;Escritorio;iOS;Canada;No;Tarjeta de Regalo;U0577;Otro;Redes Sociales;43;39;19;11;19;31;26627;4;1856
Ropa;Vancouver;No;No;Escritorio;Linux;Canada;No;PayPal;U0474;Masculino;Otro;134;64;20;21;41;40;18675;3;63186
Ropa;Vancouver;No;No;Tableta;Android;Canada;No;PayPal;U1253;Femenino;Google;149;18;9;2;0;9;32508;9;86336
Ropa;Vancouver;No;No;Tableta;Windows;Canada;No;Criptomoneda;U0677;Femenino;Otro;42;38;8;12;24;32;1656;1;0
Ropa;Vancouver;No;Sí;Escritorio;Windows;Canada;No;Criptomoneda;U0064;Masculino;Otro;83;23;2;17;0;21;3663;8;55576
Ropa;Vancouver;No;Sí;Móvil;Linux;Canada;Sí;Tarjeta de Regalo;U0119;Masculino;Directo;7;51;13;19;0;9;30777;0;0
Ropa;Vancouver;No;Sí;Tableta;Windows;Canada;No;Tarjeta de Regalo;U1462;Otro;Google;152;33;16;10;33;15;38716;9;12668
Ropa;Vancouver;Sí;No;Escritorio;MacOS;Canada;No;Tarjeta de Regalo;U0436;Femenino;Google;20;30;30;17;0;28;11617;1;95335
Ropa;Vancouver;Sí;No;Móvil;Android;Canada;No;PayPal;U1036;Femenino;Google;179;52;25;21;11;8;4856;1;32736
Ropa;Vancouver;Sí;Sí;Escritorio;MacOS;Canada;Sí;PayPal;U0694;Masculino;Directo;111;33;14;15;0;10;27672;4;0
Ropa;Vancouver;Sí;Sí;Escritorio;Windows;Canada;No;Tarjeta de Crédito;U0389;Masculino;Otro;83;59;7;0;0;48;34094;7;0
Juguetes;Berlín;No;No;Escritorio;MacOS;Germany;No;Criptomoneda;U1105;Masculino;Otro;127;46;13;14;0;43;20667;8;39268
Juguetes;Berlín;No;No;Móvil;Linux;Germany;No;Criptomoneda;U0280;Femenino;Google;10;65;28;20;46;19;26602;0;0
Juguetes;Berlín;No;No;Tableta;Windows;Germany;Sí;PayPal;U1273;Masculino;Correo Electrónico;60;40;10;5;10;4;6098;2;92212
Juguetes;Berlín;No;Sí;Móvil;iOS;Germany;No;Tarjeta de Regalo;U0815;Otro;Directo;77;44;13;23;0;4;20939;9;0
Juguetes;Berlín;No;Sí;Tableta;iOS;Germany;No;Tarjeta de Regalo;U1218;Otro;Redes Sociales;106;24;25;18;0;30;20089;10;94511
Juguetes;Berlín;No;Sí;Tableta;Linux;Germany;No;Tarjeta de Regalo;U0159;Otro;Otro;64;60;10;14;43;4;27841;1;1671
Juguetes;Berlín;Sí;No;Escritorio;iOS;Germany;Sí;Criptomoneda;U1292;Otro;Directo;22;52;23;2;47;33;29955;8;98994
Juguetes;Berlín;Sí;No;Escritorio;MacOS;Germany;Sí;PayPal;U0477;Otro;Directo;113;22;23;9;0;34;37443;2;0
Juguetes;Berlín;Sí;No;Tableta;Windows;Germany;Sí;PayPal;U0357;Masculino;Google;123;52;4;10;30;39;30398;7;0
Juguetes;Berlín;Sí;Sí;Móvil;MacOS;Germany;No;Tarjeta de Crédito;U0309;Femenino;Redes Sociales;66;50;27;5;0;2;11232;10;0
Juguetes;Berlín;Sí;Sí;Tableta;Linux;Germany;Sí;Tarjeta de Crédito;U1425;Femenino;Google;13;36;23;13;0;11;21507;4;2279
Juguetes;Berlín;Sí;Sí;Tableta;Linux;Germany;Sí;Tarjeta de Regalo;U0366;Femenino;Correo Electrónico;61;59;12;1;0;31;45734;3;0
Juguetes;Brasilia;No;No;Móvil;Android;Brazil;Sí;PayPal;U0299;Otro;Redes Sociales;168;35;5;18;0;12;355;4;74678
Juguetes;Brasilia;No;No;Tableta;Android;Brazil;Sí;PayPal;U1239;Masculino;Otro;58;30;11;17;0;22;23392;8;56799
Juguetes;Brasilia;No;No;Tableta;Android;Brazil;Sí;Tarjeta de Crédito;U1386;Otro;Correo Electrónico;151;44;10;18;7;7;46426;3;0
Juguetes;Brasilia;No;No;Tableta;iOS;Brazil;No;PayPal;U0163;Otro;Google;29;49;26;19;29;2;22502;2;0
Juguetes;Brasilia;No;Sí;Escritorio;Windows;Brazil;No;Criptomoneda;U0899;Otro;Redes Sociales;19;40;28;8;24;11;14021;7;36265
Juguetes;Brasilia;No;Sí;Móvil;MacOS;Brazil;Sí;Tarjeta de Regalo;U0770;Masculino;Directo;25;36;4;3;10;39;10089;6;4349
Juguetes;Brasilia;No;Sí;Tableta;Android;Brazil;No;Tarjeta de Regalo;U0108;Femenino;Directo;48;52;28;23;22;43;46732;9;16383
Juguetes;Brasilia;No;Sí;Tableta;iOS;Brazil;Sí;PayPal;U0634;Masculino;Redes Sociales;161;25;6;21;25;27;26609;3;0
Juguetes;Brasilia;No;Sí;Tableta;Linux;Brazil;No;Criptomoneda;U0334;Femenino;Correo Electrónico;146;50;7;3;0;40;14668;3;15699
Juguetes;Brasilia;No;Sí;Tableta;Linux;Brazil;No;PayPal;U0409;Femenino;Correo Electrónico;75;19;20;20;0;12;47346;9;43457
Juguetes;Brasilia;No;Sí;Tableta;MacOS;Brazil;Sí;Criptomoneda;U0908;Otro;Otro;177;64;24;13;30;20;28639;9;5709
Juguetes;Brasilia;Sí;No;Escritorio;iOS;Brazil;Sí;Criptomoneda;U1285;Masculino;Directo;112;54;22;18;0;43;8949;0;0
Juguetes;Brasilia;Sí;No;Escritorio;MacOS;Brazil;Sí;Tarjeta de Crédito;U1328;Femenino;Directo;162;40;17;21;46;4;6952;0;0
Juguetes;Brasilia;Sí;No;Móvil;Linux;Brazil;No;Criptomoneda;U0326;Otro;Redes Sociales;125;55;28;17;21;10;19824;1;0
Juguetes;Brasilia;Sí;No;Móvil;Windows;Brazil;Sí;PayPal;U0184;Femenino;Otro;180;30;10;13;0;42;2873;1;0
Juguetes;Brasilia;Sí;No;Tableta;Android;Brazil;Sí;Criptomoneda;U1423;Femenino;Redes Sociales;36;64;5;9;47;19;42387;8;0
Juguetes;Brasilia;Sí;Sí;Escritorio;Linux;Brazil;Sí;PayPal;U1091;Femenino;Google;7;23;4;7;0;38;46838;3;0
Juguetes;Brasilia;Sí;Sí;Escritorio;MacOS;Brazil;No;Criptomoneda;U0051;Femenino;Directo;150;45;14;15;0;44;11343;1;52168
Juguetes;Brasilia;Sí;Sí;Móvil;MacOS;Brazil;Sí;PayPal;U0247;Masculino;Directo;111;37;28;16;0;2;24721;9;0
Juguetes;Brasilia;Sí;Sí;Móvil;MacOS;Brazil;Sí;PayPal;U0323;Masculino;Redes Sociales;101;63;17;23;0;13;35849;6;0
Juguetes;Brasilia;Sí;Sí;Tableta;Android;Brazil;No;Tarjeta de Crédito;U1339;Otro;Directo;81;39;4;9;1;31;12714;5;0
Juguetes;Brasilia;Sí;Sí;Tableta;Android;Brazil;Sí;Tarjeta de Regalo;U0266;Otro;Otro;12;33;15;10;0;2;2726;7;0
Juguetes;Chicago;No;No;Móvil;iOS;USA;No;Tarjeta de Regalo;U0500;Femenino;Otro;165;62;3;13;0;21;10866;10;5500
Juguetes;Chicago;No;No;Móvil;MacOS;USA;No;PayPal;U1092;Otro;Directo;27;23;26;2;24;28;26248;10;28698
Juguetes;Chicago;No;No;Tableta;Android;USA;Sí;Criptomoneda;U0380;Masculino;Google;87;43;13;3;39;35;33537;9;0
Juguetes;Chicago;No;No;Tableta;Linux;USA;No;Tarjeta de Crédito;U1104;Femenino;Google;165;53;15;5;44;49;9969;0;23101
Juguetes;Chicago;No;No;Tableta;MacOS;USA;No;PayPal;U1459;Femenino;Directo;149;27;24;2;0;26;34138;0;0
Juguetes;Chicago;No;No;Tableta;MacOS;USA;Sí;Criptomoneda;U0390;Femenino;Google;110;43;24;0;9;14;21334;7;1491
Juguetes;Chicago;No;Sí;Escritorio;MacOS;USA;Sí;Tarjeta de Crédito;U0153;Masculino;Redes Sociales;175;47;24;6;0;42;40714;5;248
Juguetes;Chicago;No;Sí;Móvil;Android;USA;No;Criptomoneda;U0365;Femenino;Redes Sociales;142;42;9;6;26;16;1868;8;52762
Juguetes;Chicago;No;Sí;Móvil;iOS;USA;No;Criptomoneda;U1195;Femenino;Directo;86;38;10;20;0;3;34814;10;0
Juguetes;Chicago;No;Sí;Móvil;MacOS;USA;Sí;Criptomoneda;U0037;Otro;Otro;123;20;9;3;43;26;8528;7;46302
Juguetes;Chicago;No;Sí;Móvil;Windows;USA;No;Criptomoneda;U1278;Femenino;Directo;126;25;19;22;0;12;29246;9;91794
